site,month_of_date_id,day_of_date_id,year_of_date_id,measure_names,person_type,supplier_type,measure_values
Site A,May,3,2017,Inquiries,FRBO,Platform,2277.0
Site B,May,3,2017,Inquiries,FRBO,Platform,2230.0
Site A,May,4,2017,Inquiries,FRBO,Platform,2295.0
Site B,May,4,2017,Inquiries,FRBO,Platform,2064.0
Site A,May,5,2017,Inquiries,FRBO,Platform,1712.0
Site B,May,5,2017,Inquiries,FRBO,Platform,1630.0
Site A,May,6,2017,Inquiries,FRBO,Platform,2028.0
Site B,May,6,2017,Inquiries,FRBO,Platform,2008.0
Site A,May,7,2017,Inquiries,FRBO,Platform,2572.0
Site B,May,7,2017,Inquiries,FRBO,Platform,2207.0
Site A,May,8,2017,Inquiries,FRBO,Platform,2613.0
Site B,May,8,2017,Inquiries,FRBO,Platform,2741.0
Site A,May,9,2017,Inquiries,FRBO,Platform,2329.0
Site B,May,9,2017,Inquiries,FRBO,Platform,2300.0
Site A,May,10,2017,Inquiries,FRBO,Platform,2081.0
Site B,May,10,2017,Inquiries,FRBO,Platform,2182.0
Site A,May,11,2017,Inquiries,FRBO,Platform,2044.0
Site B,May,11,2017,Inquiries,FRBO,Platform,2125.0
Site A,May,12,2017,Inquiries,FRBO,Platform,1752.0
Site B,May,12,2017,Inquiries,FRBO,Platform,1921.0
Site A,May,13,2017,Inquiries,FRBO,Platform,1946.0
Site B,May,13,2017,Inquiries,FRBO,Platform,1817.0
Site A,May,14,2017,Inquiries,FRBO,Platform,2448.0
Site B,May,14,2017,Inquiries,FRBO,Platform,2460.0
Site A,May,15,2017,Inquiries,FRBO,Platform,2812.0
Site B,May,15,2017,Inquiries,FRBO,Platform,2294.0
Site A,May,16,2017,Inquiries,FRBO,Platform,2513.0
Site B,May,16,2017,Inquiries,FRBO,Platform,2184.0
Site A,May,17,2017,Inquiries,FRBO,Platform,2426.0
Site B,May,17,2017,Inquiries,FRBO,Platform,2114.0
Site A,May,18,2017,Inquiries,FRBO,Platform,2036.0
Site B,May,18,2017,Inquiries,FRBO,Platform,2205.0
Site A,May,19,2017,Inquiries,FRBO,Platform,1717.0
Site B,May,19,2017,Inquiries,FRBO,Platform,1738.0
Site A,May,20,2017,Inquiries,FRBO,Platform,1848.0
Site B,May,20,2017,Inquiries,FRBO,Platform,1888.0
Site A,May,21,2017,Inquiries,FRBO,Platform,2286.0
Site B,May,21,2017,Inquiries,FRBO,Platform,2554.0
Site A,May,22,2017,Inquiries,FRBO,Platform,2179.0
Site B,May,22,2017,Inquiries,FRBO,Platform,2816.0
Site A,May,23,2017,Inquiries,FRBO,Platform,1917.0
Site B,May,23,2017,Inquiries,FRBO,Platform,2514.0
Site A,May,24,2017,Inquiries,FRBO,Platform,1808.0
Site B,May,24,2017,Inquiries,FRBO,Platform,2001.0
Site A,May,25,2017,Inquiries,FRBO,Platform,1562.0
Site B,May,25,2017,Inquiries,FRBO,Platform,1935.0
Site A,May,26,2017,Inquiries,FRBO,Platform,1467.0
Site B,May,26,2017,Inquiries,FRBO,Platform,1328.0
Site A,May,27,2017,Inquiries,FRBO,Platform,1628.0
Site B,May,27,2017,Inquiries,FRBO,Platform,1382.0
Site A,May,28,2017,Inquiries,FRBO,Platform,1915.0
Site B,May,28,2017,Inquiries,FRBO,Platform,2155.0
Site A,May,29,2017,Inquiries,FRBO,Platform,2491.0
Site B,May,29,2017,Inquiries,FRBO,Platform,2242.0
Site A,May,30,2017,Inquiries,FRBO,Platform,2292.0
Site B,May,30,2017,Inquiries,FRBO,Platform,2279.0
Site A,May,31,2017,Inquiries,FRBO,Platform,2021.0
Site B,May,31,2017,Inquiries,FRBO,Platform,2230.0
Site A,July,1,2016,Inquiries,PM,Integrated,614.0
Site B,July,1,2016,Inquiries,PM,Integrated,351.0
Site A,July,2,2016,Inquiries,PM,Integrated,720.0
Site B,July,2,2016,Inquiries,PM,Integrated,379.0
Site A,July,3,2016,Inquiries,PM,Integrated,850.0
Site B,July,3,2016,Inquiries,PM,Integrated,489.0
Site A,July,4,2016,Inquiries,PM,Integrated,803.0
Site B,July,4,2016,Inquiries,PM,Integrated,633.0
Site A,July,5,2016,Inquiries,PM,Integrated,959.0
Site B,July,5,2016,Inquiries,PM,Integrated,649.0
Site A,July,6,2016,Inquiries,PM,Integrated,790.0
Site B,July,6,2016,Inquiries,PM,Integrated,567.0
Site A,July,7,2016,Inquiries,PM,Integrated,639.0
Site B,July,7,2016,Inquiries,PM,Integrated,430.0
Site A,July,8,2016,Inquiries,PM,Integrated,576.0
Site B,July,8,2016,Inquiries,PM,Integrated,413.0
Site A,July,9,2016,Inquiries,PM,Integrated,596.0
Site B,July,9,2016,Inquiries,PM,Integrated,397.0
Site A,July,10,2016,Inquiries,PM,Integrated,756.0
Site B,July,10,2016,Inquiries,PM,Integrated,468.0
Site A,July,11,2016,Inquiries,PM,Integrated,719.0
Site B,July,11,2016,Inquiries,PM,Integrated,519.0
Site A,July,12,2016,Inquiries,PM,Integrated,701.0
Site B,July,12,2016,Inquiries,PM,Integrated,524.0
Site A,July,13,2016,Inquiries,PM,Integrated,758.0
Site B,July,13,2016,Inquiries,PM,Integrated,469.0
Site A,July,14,2016,Inquiries,PM,Integrated,670.0
Site B,July,14,2016,Inquiries,PM,Integrated,627.0
Site A,July,15,2016,Inquiries,PM,Integrated,563.0
Site B,July,15,2016,Inquiries,PM,Integrated,345.0
Site A,July,16,2016,Inquiries,PM,Integrated,639.0
Site B,July,16,2016,Inquiries,PM,Integrated,378.0
Site A,July,17,2016,Inquiries,PM,Integrated,739.0
Site B,July,17,2016,Inquiries,PM,Integrated,483.0
Site A,July,18,2016,Inquiries,PM,Integrated,841.0
Site B,July,18,2016,Inquiries,PM,Integrated,633.0
Site A,July,19,2016,Inquiries,PM,Integrated,716.0
Site B,July,19,2016,Inquiries,PM,Integrated,534.0
Site A,July,20,2016,Inquiries,PM,Integrated,770.0
Site B,July,20,2016,Inquiries,PM,Integrated,575.0
Site A,July,21,2016,Inquiries,PM,Integrated,702.0
Site B,July,21,2016,Inquiries,PM,Integrated,496.0
Site A,July,22,2016,Inquiries,PM,Integrated,541.0
Site B,July,22,2016,Inquiries,PM,Integrated,482.0
Site A,July,23,2016,Inquiries,PM,Integrated,581.0
Site B,July,23,2016,Inquiries,PM,Integrated,343.0
Site A,July,24,2016,Inquiries,PM,Integrated,708.0
Site B,July,24,2016,Inquiries,PM,Integrated,525.0
Site A,July,25,2016,Inquiries,PM,Integrated,734.0
Site B,July,25,2016,Inquiries,PM,Integrated,676.0
Site A,July,26,2016,Inquiries,PM,Integrated,637.0
Site B,July,26,2016,Inquiries,PM,Integrated,556.0
Site A,July,27,2016,Inquiries,PM,Integrated,746.0
Site B,July,27,2016,Inquiries,PM,Integrated,610.0
Site A,July,28,2016,Inquiries,PM,Integrated,731.0
Site B,July,28,2016,Inquiries,PM,Integrated,588.0
Site A,July,29,2016,Inquiries,PM,Integrated,539.0
Site B,July,29,2016,Inquiries,PM,Integrated,444.0
Site A,July,30,2016,Inquiries,PM,Integrated,556.0
Site B,July,30,2016,Inquiries,PM,Integrated,392.0
Site A,July,31,2016,Inquiries,PM,Integrated,577.0
Site B,July,31,2016,Inquiries,PM,Integrated,518.0
Site A,June,1,2016,Inquiries,PM,Integrated,733.0
Site B,June,1,2016,Inquiries,PM,Integrated,396.0
Site A,June,2,2016,Inquiries,PM,Integrated,644.0
Site B,June,2,2016,Inquiries,PM,Integrated,437.0
Site A,June,3,2016,Inquiries,PM,Integrated,542.0
Site B,June,3,2016,Inquiries,PM,Integrated,311.0
Site A,June,4,2016,Inquiries,PM,Integrated,596.0
Site B,June,4,2016,Inquiries,PM,Integrated,338.0
Site A,June,5,2016,Inquiries,PM,Integrated,608.0
Site B,June,5,2016,Inquiries,PM,Integrated,572.0
Site A,June,6,2016,Inquiries,PM,Integrated,704.0
Site B,June,6,2016,Inquiries,PM,Integrated,405.0
Site A,June,7,2016,Inquiries,PM,Integrated,685.0
Site B,June,7,2016,Inquiries,PM,Integrated,491.0
Site A,June,8,2016,Inquiries,PM,Integrated,680.0
Site B,June,8,2016,Inquiries,PM,Integrated,459.0
Site A,June,9,2016,Inquiries,PM,Integrated,610.0
Site B,June,9,2016,Inquiries,PM,Integrated,397.0
Site A,June,10,2016,Inquiries,PM,Integrated,501.0
Site B,June,10,2016,Inquiries,PM,Integrated,250.0
Site A,June,11,2016,Inquiries,PM,Integrated,725.0
Site B,June,11,2016,Inquiries,PM,Integrated,336.0
Site A,June,12,2016,Inquiries,PM,Integrated,873.0
Site B,June,12,2016,Inquiries,PM,Integrated,618.0
Site A,June,13,2016,Inquiries,PM,Integrated,851.0
Site B,June,13,2016,Inquiries,PM,Integrated,528.0
Site A,June,14,2016,Inquiries,PM,Integrated,806.0
Site B,June,14,2016,Inquiries,PM,Integrated,532.0
Site A,June,15,2016,Inquiries,PM,Integrated,772.0
Site B,June,15,2016,Inquiries,PM,Integrated,397.0
Site A,June,16,2016,Inquiries,PM,Integrated,693.0
Site B,June,16,2016,Inquiries,PM,Integrated,390.0
Site A,June,17,2016,Inquiries,PM,Integrated,515.0
Site B,June,17,2016,Inquiries,PM,Integrated,357.0
Site A,June,18,2016,Inquiries,PM,Integrated,607.0
Site B,June,18,2016,Inquiries,PM,Integrated,409.0
Site A,June,19,2016,Inquiries,PM,Integrated,880.0
Site B,June,19,2016,Inquiries,PM,Integrated,508.0
Site A,June,20,2016,Inquiries,PM,Integrated,800.0
Site B,June,20,2016,Inquiries,PM,Integrated,529.0
Site A,June,21,2016,Inquiries,PM,Integrated,823.0
Site B,June,21,2016,Inquiries,PM,Integrated,496.0
Site A,June,22,2016,Inquiries,PM,Integrated,755.0
Site B,June,22,2016,Inquiries,PM,Integrated,394.0
Site A,June,23,2016,Inquiries,PM,Integrated,702.0
Site B,June,23,2016,Inquiries,PM,Integrated,282.0
Site A,June,24,2016,Inquiries,PM,Integrated,445.0
Site B,June,24,2016,Inquiries,PM,Integrated,239.0
Site A,June,25,2016,Inquiries,PM,Integrated,606.0
Site B,June,25,2016,Inquiries,PM,Integrated,272.0
Site A,June,26,2016,Inquiries,PM,Integrated,915.0
Site B,June,26,2016,Inquiries,PM,Integrated,445.0
Site A,June,27,2016,Inquiries,PM,Integrated,756.0
Site B,June,27,2016,Inquiries,PM,Integrated,496.0
Site A,June,28,2016,Inquiries,PM,Integrated,841.0
Site B,June,28,2016,Inquiries,PM,Integrated,522.0
Site A,June,29,2016,Inquiries,PM,Integrated,791.0
Site B,June,29,2016,Inquiries,PM,Integrated,491.0
Site A,June,30,2016,Inquiries,PM,Integrated,723.0
Site B,June,30,2016,Inquiries,PM,Integrated,461.0
Site A,May,1,2016,Inquiries,PM,Integrated,636.0
Site B,May,1,2016,Inquiries,PM,Integrated,638.0
Site A,May,2,2016,Inquiries,PM,Integrated,859.0
Site B,May,2,2016,Inquiries,PM,Integrated,570.0
Site A,May,3,2016,Inquiries,PM,Integrated,664.0
Site B,May,3,2016,Inquiries,PM,Integrated,469.0
Site A,May,4,2016,Inquiries,PM,Integrated,587.0
Site B,May,4,2016,Inquiries,PM,Integrated,425.0
Site A,May,5,2016,Inquiries,PM,Integrated,661.0
Site B,May,5,2016,Inquiries,PM,Integrated,551.0
Site A,May,6,2016,Inquiries,PM,Integrated,502.0
Site B,May,6,2016,Inquiries,PM,Integrated,403.0
Site A,May,7,2016,Inquiries,PM,Integrated,560.0
Site B,May,7,2016,Inquiries,PM,Integrated,422.0
Site A,May,8,2016,Inquiries,PM,Integrated,798.0
Site B,May,8,2016,Inquiries,PM,Integrated,580.0
Site A,May,9,2016,Inquiries,PM,Integrated,756.0
Site B,May,9,2016,Inquiries,PM,Integrated,570.0
Site A,May,10,2016,Inquiries,PM,Integrated,739.0
Site B,May,10,2016,Inquiries,PM,Integrated,580.0
Site A,May,11,2016,Inquiries,PM,Integrated,691.0
Site B,May,11,2016,Inquiries,PM,Integrated,633.0
Site A,May,12,2016,Inquiries,PM,Integrated,542.0
Site B,May,12,2016,Inquiries,PM,Integrated,497.0
Site A,May,13,2016,Inquiries,PM,Integrated,583.0
Site B,May,13,2016,Inquiries,PM,Integrated,376.0
Site A,May,14,2016,Inquiries,PM,Integrated,567.0
Site B,May,14,2016,Inquiries,PM,Integrated,376.0
Site A,May,15,2016,Inquiries,PM,Integrated,777.0
Site B,May,15,2016,Inquiries,PM,Integrated,508.0
Site A,May,16,2016,Inquiries,PM,Integrated,747.0
Site B,May,16,2016,Inquiries,PM,Integrated,743.0
Site A,May,17,2016,Inquiries,PM,Integrated,733.0
Site B,May,17,2016,Inquiries,PM,Integrated,549.0
Site A,May,18,2016,Inquiries,PM,Integrated,720.0
Site B,May,18,2016,Inquiries,PM,Integrated,524.0
Site A,May,19,2016,Inquiries,PM,Integrated,626.0
Site B,May,19,2016,Inquiries,PM,Integrated,499.0
Site A,May,20,2016,Inquiries,PM,Integrated,498.0
Site B,May,20,2016,Inquiries,PM,Integrated,421.0
Site A,May,21,2016,Inquiries,PM,Integrated,726.0
Site B,May,21,2016,Inquiries,PM,Integrated,373.0
Site A,May,22,2016,Inquiries,PM,Integrated,797.0
Site B,May,22,2016,Inquiries,PM,Integrated,632.0
Site A,May,23,2016,Inquiries,PM,Integrated,733.0
Site B,May,23,2016,Inquiries,PM,Integrated,573.0
Site A,May,24,2016,Inquiries,PM,Integrated,699.0
Site B,May,24,2016,Inquiries,PM,Integrated,416.0
Site A,May,25,2016,Inquiries,PM,Integrated,613.0
Site B,May,25,2016,Inquiries,PM,Integrated,488.0
Site A,May,26,2016,Inquiries,PM,Integrated,649.0
Site B,May,26,2016,Inquiries,PM,Integrated,406.0
Site A,May,27,2016,Inquiries,PM,Integrated,459.0
Site B,May,27,2016,Inquiries,PM,Integrated,295.0
Site A,May,28,2016,Inquiries,PM,Integrated,545.0
Site B,May,28,2016,Inquiries,PM,Integrated,255.0
Site A,May,29,2016,Inquiries,PM,Integrated,684.0
Site B,May,29,2016,Inquiries,PM,Integrated,476.0
Site A,May,30,2016,Inquiries,PM,Integrated,782.0
Site B,May,30,2016,Inquiries,PM,Integrated,612.0
Site A,May,31,2016,Inquiries,PM,Integrated,785.0
Site B,May,31,2016,Inquiries,PM,Integrated,562.0
Site A,July,1,2017,Inquiries,PM,Integrated,392.0
Site B,July,1,2017,Inquiries,PM,Integrated,125.0
Site A,July,2,2017,Inquiries,PM,Integrated,431.0
Site B,July,2,2017,Inquiries,PM,Integrated,220.0
Site A,July,3,2017,Inquiries,PM,Integrated,490.0
Site B,July,3,2017,Inquiries,PM,Integrated,180.0
Site A,July,4,2017,Inquiries,PM,Integrated,521.0
Site B,July,4,2017,Inquiries,PM,Integrated,116.0
Site A,July,5,2017,Inquiries,PM,Integrated,344.0
Site B,July,5,2017,Inquiries,PM,Integrated,135.0
Site A,July,6,2017,Inquiries,PM,Integrated,376.0
Site B,July,6,2017,Inquiries,PM,Integrated,107.0
Site A,July,7,2017,Inquiries,PM,Integrated,298.0
Site B,July,7,2017,Inquiries,PM,Integrated,92.0
Site A,July,8,2017,Inquiries,PM,Integrated,334.0
Site B,July,8,2017,Inquiries,PM,Integrated,89.0
Site A,July,9,2017,Inquiries,PM,Integrated,395.0
Site B,July,9,2017,Inquiries,PM,Integrated,188.0
Site A,July,10,2017,Inquiries,PM,Integrated,450.0
Site B,July,10,2017,Inquiries,PM,Integrated,171.0
Site A,July,11,2017,Inquiries,PM,Integrated,407.0
Site B,July,11,2017,Inquiries,PM,Integrated,134.0
Site A,July,12,2017,Inquiries,PM,Integrated,362.0
Site B,July,12,2017,Inquiries,PM,Integrated,151.0
Site A,July,13,2017,Inquiries,PM,Integrated,335.0
Site B,July,13,2017,Inquiries,PM,Integrated,108.0
Site A,July,14,2017,Inquiries,PM,Integrated,330.0
Site B,July,14,2017,Inquiries,PM,Integrated,95.0
Site A,July,15,2017,Inquiries,PM,Integrated,296.0
Site B,July,15,2017,Inquiries,PM,Integrated,86.0
Site A,July,16,2017,Inquiries,PM,Integrated,399.0
Site B,July,16,2017,Inquiries,PM,Integrated,122.0
Site A,July,17,2017,Inquiries,PM,Integrated,427.0
Site B,July,17,2017,Inquiries,PM,Integrated,200.0
Site A,July,18,2017,Inquiries,PM,Integrated,430.0
Site B,July,18,2017,Inquiries,PM,Integrated,128.0
Site A,July,19,2017,Inquiries,PM,Integrated,455.0
Site B,July,19,2017,Inquiries,PM,Integrated,164.0
Site A,July,20,2017,Inquiries,PM,Integrated,558.0
Site B,July,20,2017,Inquiries,PM,Integrated,151.0
Site A,July,21,2017,Inquiries,PM,Integrated,317.0
Site B,July,21,2017,Inquiries,PM,Integrated,99.0
Site A,July,22,2017,Inquiries,PM,Integrated,365.0
Site B,July,22,2017,Inquiries,PM,Integrated,149.0
Site A,July,23,2017,Inquiries,PM,Integrated,427.0
Site B,July,23,2017,Inquiries,PM,Integrated,121.0
Site A,July,24,2017,Inquiries,PM,Integrated,367.0
Site B,July,24,2017,Inquiries,PM,Integrated,185.0
Site A,July,25,2017,Inquiries,PM,Integrated,430.0
Site B,July,25,2017,Inquiries,PM,Integrated,183.0
Site A,July,26,2017,Inquiries,PM,Integrated,446.0
Site B,July,26,2017,Inquiries,PM,Integrated,161.0
Site A,July,27,2017,Inquiries,PM,Integrated,351.0
Site B,July,27,2017,Inquiries,PM,Integrated,163.0
Site A,July,28,2017,Inquiries,PM,Integrated,320.0
Site B,July,28,2017,Inquiries,PM,Integrated,111.0
Site A,July,29,2017,Inquiries,PM,Integrated,335.0
Site B,July,29,2017,Inquiries,PM,Integrated,114.0
Site A,July,30,2017,Inquiries,PM,Integrated,351.0
Site B,July,30,2017,Inquiries,PM,Integrated,144.0
Site A,July,31,2017,Inquiries,PM,Integrated,412.0
Site B,July,31,2017,Inquiries,PM,Integrated,194.0
Site A,June,1,2017,Inquiries,PM,Integrated,290.0
Site B,June,1,2017,Inquiries,PM,Integrated,102.0
Site A,June,2,2017,Inquiries,PM,Integrated,291.0
Site B,June,2,2017,Inquiries,PM,Integrated,113.0
Site A,June,3,2017,Inquiries,PM,Integrated,326.0
Site B,June,3,2017,Inquiries,PM,Integrated,98.0
Site A,June,4,2017,Inquiries,PM,Integrated,398.0
Site B,June,4,2017,Inquiries,PM,Integrated,116.0
Site A,June,5,2017,Inquiries,PM,Integrated,426.0
Site B,June,5,2017,Inquiries,PM,Integrated,164.0
Site A,June,6,2017,Inquiries,PM,Integrated,424.0
Site B,June,6,2017,Inquiries,PM,Integrated,126.0
Site A,June,7,2017,Inquiries,PM,Integrated,410.0
Site B,June,7,2017,Inquiries,PM,Integrated,152.0
Site A,June,8,2017,Inquiries,PM,Integrated,328.0
Site B,June,8,2017,Inquiries,PM,Integrated,142.0
Site A,June,9,2017,Inquiries,PM,Integrated,305.0
Site B,June,9,2017,Inquiries,PM,Integrated,98.0
Site A,June,10,2017,Inquiries,PM,Integrated,291.0
Site B,June,10,2017,Inquiries,PM,Integrated,129.0
Site A,June,11,2017,Inquiries,PM,Integrated,433.0
Site B,June,11,2017,Inquiries,PM,Integrated,133.0
Site A,June,12,2017,Inquiries,PM,Integrated,468.0
Site B,June,12,2017,Inquiries,PM,Integrated,150.0
Site A,June,13,2017,Inquiries,PM,Integrated,385.0
Site B,June,13,2017,Inquiries,PM,Integrated,196.0
Site A,June,14,2017,Inquiries,PM,Integrated,394.0
Site B,June,14,2017,Inquiries,PM,Integrated,175.0
Site A,June,15,2017,Inquiries,PM,Integrated,350.0
Site B,June,15,2017,Inquiries,PM,Integrated,135.0
Site A,June,16,2017,Inquiries,PM,Integrated,302.0
Site B,June,16,2017,Inquiries,PM,Integrated,89.0
Site A,June,17,2017,Inquiries,PM,Integrated,301.0
Site B,June,17,2017,Inquiries,PM,Integrated,122.0
Site A,June,18,2017,Inquiries,PM,Integrated,360.0
Site B,June,18,2017,Inquiries,PM,Integrated,163.0
Site A,June,19,2017,Inquiries,PM,Integrated,456.0
Site B,June,19,2017,Inquiries,PM,Integrated,148.0
Site A,June,20,2017,Inquiries,PM,Integrated,419.0
Site B,June,20,2017,Inquiries,PM,Integrated,169.0
Site A,June,21,2017,Inquiries,PM,Integrated,466.0
Site B,June,21,2017,Inquiries,PM,Integrated,150.0
Site A,June,22,2017,Inquiries,PM,Integrated,477.0
Site B,June,22,2017,Inquiries,PM,Integrated,130.0
Site A,June,23,2017,Inquiries,PM,Integrated,350.0
Site B,June,23,2017,Inquiries,PM,Integrated,116.0
Site A,June,24,2017,Inquiries,PM,Integrated,355.0
Site B,June,24,2017,Inquiries,PM,Integrated,109.0
Site A,June,25,2017,Inquiries,PM,Integrated,484.0
Site B,June,25,2017,Inquiries,PM,Integrated,182.0
Site A,June,26,2017,Inquiries,PM,Integrated,467.0
Site B,June,26,2017,Inquiries,PM,Integrated,184.0
Site A,June,27,2017,Inquiries,PM,Integrated,454.0
Site B,June,27,2017,Inquiries,PM,Integrated,174.0
Site A,June,28,2017,Inquiries,PM,Integrated,478.0
Site B,June,28,2017,Inquiries,PM,Integrated,137.0
Site A,June,29,2017,Inquiries,PM,Integrated,487.0
Site B,June,29,2017,Inquiries,PM,Integrated,128.0
Site A,June,30,2017,Inquiries,PM,Integrated,377.0
Site B,June,30,2017,Inquiries,PM,Integrated,132.0
Site A,May,1,2017,Inquiries,PM,Integrated,432.0
Site B,May,1,2017,Inquiries,PM,Integrated,179.0
Site A,May,2,2017,Inquiries,PM,Integrated,378.0
Site B,May,2,2017,Inquiries,PM,Integrated,140.0
Site A,May,3,2017,Inquiries,PM,Integrated,390.0
Site B,May,3,2017,Inquiries,PM,Integrated,120.0
Site A,May,4,2017,Inquiries,PM,Integrated,338.0
Site B,May,4,2017,Inquiries,PM,Integrated,122.0
Site A,May,5,2017,Inquiries,PM,Integrated,290.0
Site B,May,5,2017,Inquiries,PM,Integrated,83.0
Site A,May,6,2017,Inquiries,PM,Integrated,350.0
Site B,May,6,2017,Inquiries,PM,Integrated,120.0
Site A,May,7,2017,Inquiries,PM,Integrated,391.0
Site B,May,7,2017,Inquiries,PM,Integrated,119.0
Site A,May,8,2017,Inquiries,PM,Integrated,451.0
Site B,May,8,2017,Inquiries,PM,Integrated,145.0
Site A,May,9,2017,Inquiries,PM,Integrated,367.0
Site B,May,9,2017,Inquiries,PM,Integrated,112.0
Site A,May,10,2017,Inquiries,PM,Integrated,380.0
Site B,May,10,2017,Inquiries,PM,Integrated,121.0
Site A,May,11,2017,Inquiries,PM,Integrated,315.0
Site B,May,11,2017,Inquiries,PM,Integrated,89.0
Site A,May,12,2017,Inquiries,PM,Integrated,301.0
Site B,May,12,2017,Inquiries,PM,Integrated,95.0
Site A,May,13,2017,Inquiries,PM,Integrated,307.0
Site B,May,13,2017,Inquiries,PM,Integrated,94.0
Site A,May,14,2017,Inquiries,PM,Integrated,393.0
Site B,May,14,2017,Inquiries,PM,Integrated,140.0
Site A,May,15,2017,Inquiries,PM,Integrated,397.0
Site B,May,15,2017,Inquiries,PM,Integrated,112.0
Site A,May,16,2017,Inquiries,PM,Integrated,385.0
Site B,May,16,2017,Inquiries,PM,Integrated,123.0
Site A,May,17,2017,Inquiries,PM,Integrated,368.0
Site B,May,17,2017,Inquiries,PM,Integrated,118.0
Site A,May,18,2017,Inquiries,PM,Integrated,345.0
Site B,May,18,2017,Inquiries,PM,Integrated,130.0
Site A,May,19,2017,Inquiries,PM,Integrated,268.0
Site B,May,19,2017,Inquiries,PM,Integrated,90.0
Site A,May,20,2017,Inquiries,PM,Integrated,300.0
Site B,May,20,2017,Inquiries,PM,Integrated,97.0
Site A,May,21,2017,Inquiries,PM,Integrated,422.0
Site B,May,21,2017,Inquiries,PM,Integrated,143.0
Site A,May,22,2017,Inquiries,PM,Integrated,347.0
Site B,May,22,2017,Inquiries,PM,Integrated,127.0
Site A,May,23,2017,Inquiries,PM,Integrated,406.0
Site B,May,23,2017,Inquiries,PM,Integrated,141.0
Site A,May,24,2017,Inquiries,PM,Integrated,376.0
Site B,May,24,2017,Inquiries,PM,Integrated,91.0
Site A,May,25,2017,Inquiries,PM,Integrated,315.0
Site B,May,25,2017,Inquiries,PM,Integrated,99.0
Site A,May,26,2017,Inquiries,PM,Integrated,269.0
Site B,May,26,2017,Inquiries,PM,Integrated,94.0
Site A,May,27,2017,Inquiries,PM,Integrated,263.0
Site B,May,27,2017,Inquiries,PM,Integrated,82.0
Site A,May,28,2017,Inquiries,PM,Integrated,350.0
Site B,May,28,2017,Inquiries,PM,Integrated,133.0
Site A,May,29,2017,Inquiries,PM,Integrated,395.0
Site B,May,29,2017,Inquiries,PM,Integrated,137.0
Site A,May,30,2017,Inquiries,PM,Integrated,384.0
